adult,backdrop_path,created_by,episode_run_time,first_air_date,genres,homepage,id,in_production,languages,last_air_date,last_episode_to_air,name,next_episode_to_air,networks,number_of_episodes,number_of_seasons,origin_country,original_language,original_name,overview,popularity,poster_path,production_companies,production_countries,seasons,spoken_languages,status,tagline,type,vote_average,vote_count
FALSE,/fLQ7S8KOC0sNSQxg0W0jMw2KC1t.jpg,[],[60],2018-07-29,"[{'id': 99, 'name': 'Documentary'}]",https://www.bbc.co.uk/programmes/b0bdpvh5,86520,FALSE,['en'],2018-08-12,"{'id': 1696348, 'name': 'Making America Wealthy Again?', 'overview': ""Ed Balls travels to America's Deep South. Ed is put to work helping prepare for the Trumpette Ball."", 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2018-08-12', 'episode_number': 3, 'episode_type': 'finale', 'production_code': '', 'runtime': 60, 'season_number': 1, 'show_id': 86520, 'still_path': '/2oEwOPGJsf8XLUUjN95BWiLr9ox.jpg'}",Travels in Trumpland with Ed Balls,,"[{'id': 332, 'logo_path': '/7HVPn1p2w1nC5oRKBehXVHpss7e.png', 'name': 'BBC Two', 'origin_country': 'GB'}]",3,1,['GB'],en,Travels in Trumpland with Ed Balls,"Ed Balls travels to America's Deep South to immerse himself in the lives of those who put Trump in power, and learn how this reality TV businessman won them over.",0.1318,/2L9Z1RIYFfh2GboUjxGnx25EkeU.jpg,"[{'id': 114378, 'logo_path': '/u2LABgcjXoomyWSr2T3NHAqxSl7.png', 'name': 'Expectation TV', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]","[{'air_date': '2018-07-29', 'episode_count': 3, 'id': 118253, 'name': 'Season 1', 'overview': '', 'poster_path': '/2L9Z1RIYFfh2GboUjxGnx25EkeU.jpg', 'season_number': 1, 'vote_average': 0.0}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Ended,,Miniseries,6,1
FALSE,,[],[],2011-01-01,[],,212599,TRUE,[],2011-01-01,"{'id': 4013760, 'name': 'Episode 1', 'overview': '', 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2011-01-01', 'episode_number': 1, 'episode_type': 'finale', 'production_code': '', 'runtime': None, 'season_number': 1, 'show_id': 212599, 'still_path': None}",河洛歌仔戲之彼岸花,,[],1,1,['CN'],zh,河洛歌仔戲之彼岸花,,0.0214,/9vSgVoRdefadPpSP3bGoikH49RX.jpg,[],[],"[{'air_date': '2011-01-01', 'episode_count': 1, 'id': 313052, 'name': 'Season 1', 'overview': '', 'poster_path': None, 'season_number': 1, 'vote_average': 0.0}]",[],Returning Series,,Scripted,0,0
FALSE,/v7bBk2B1uwmiFuXDBHLdEouMiNk.jpg,[],[21],2021-09-29,"[{'id': 10764, 'name': 'Reality'}]",https://www.tntdrama.com/shows/rhodes-to-the-top,125575,FALSE,['en'],2021-10-23,"{'id': 3289682, 'name': 'Cross Rhodes', 'overview': ""As they grapple with being new parents, Brandi begins training for her comeback, but butts heads with Cody on how to make her return. Also, Cody's new rivalry with Malakai Black has him questioning his future."", 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2021-10-23', 'episode_number': 6, 'episode_type': 'finale', 'production_code': '', 'runtime': 21, 'season_number': 1, 'show_id': 125575, 'still_path': None}",Rhodes to the Top,,"[{'id': 41, 'logo_path': '/6ISsKwa2XUhSC6oBtHZjYf6xFqv.png', 'name': 'TNT', 'origin_country': 'US'}]",6,1,['US'],en,Rhodes to the Top,"Each 30-minute episode will take viewers behind-the-scenes as the powerhouse couple manage their ever-busier lives inside and outside the ring, all the while surrounded by a colorful and often hilarious motley crew of wrestlers, family and friends who both support and test them at every turn. Married in 2013, Cody and Brandi have been on an unprecedented path to wrestling greatness, but will now face their newest and possibly biggest challenge yet.",0.3081,/rXleD4J7W1UiwwSbx8eCxIRIFvD.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'air_date': '2021-09-29', 'episode_count': 6, 'id': 195233, 'name': 'Season 1', 'overview': '', 'poster_path': None, 'season_number': 1, 'vote_average': 0.0}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Canceled,Wrestling is the family business.,Reality,9,1
FALSE,,[],[],1966-01-18,"[{'id': 10764, 'name': 'Reality'}]",,115952,FALSE,['de'],1966-12-14,"{'id': 2615162, 'name': 'Episode 12', 'overview': '', 'vote_average': 0.0, 'vote_count': 0, 'air_date': '1966-12-14', 'episode_number': 12, 'episode_type': 'finale', 'production_code': '', 'runtime': None, 'season_number': 1, 'show_id': 115952, 'still_path': None}",Green Light for Bright Minds,,"[{'id': 31, 'logo_path': '/2OHAgbf6QUj4cWjmFkFKu4jIsq1.png', 'name': 'ZDF', 'origin_country': 'DE'}]",12,1,['DE'],de,Grünes Licht für helle Köpfe,,0.5137,,[],"[{'iso_3166_1': 'DE', 'name': 'Germany'}]","[{'air_date': '1966-01-18', 'episode_count': 12, 'id': 175006, 'name': 'Season 1', 'overview': '', 'poster_path': None, 'season_number': 1, 'vote_average': 0.0}]","[{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}]",Ended,,Reality,0,0
FALSE,/1HoAo5TXP8Ds6UjCxSR4TdTRNNj.jpg,"[{'id': 1929382, 'credit_id': '5a198ab8925141032902ce00', 'name': 'Jean-Marc Fröhle', 'original_name': 'Jean-Marc Fröhle', 'gender': 0, 'profile_path': None}]",[52],2017-11-17,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",,75159,FALSE,['fr'],2020-03-05,"{'id': 2169566, 'name': 'The banker', 'overview': 'To prevent Paul from destroying what she took two years to build, Elisabeth is ready for anything. But prosecutor Djourou is one step ahead ... No one is safe!', 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2020-03-05', 'episode_number': 6, 'episode_type': 'finale', 'production_code': '', 'runtime': 52, 'season_number': 2, 'show_id': 75159, 'still_path': '/6zCV6RumwN7qs5F9HbOssURx8RJ.jpg'}",Banking District,,"[{'id': 1753, 'logo_path': '/sISI8xF35P6wIjYmx85RHCRljy7.png', 'name': 'RTS Un', 'origin_country': 'CH'}]",12,2,"['BE', 'CH']",fr,Quartier des banques,"Summer 2011: the Swiss financial market is abuzz with the news that Paul Béguelin, the director-general of the private bank Béguelin, was found dead in his office. Is it a case of suicide or score settling? This question is going to haunt his sister Elisabeth. Catapulted to the center stage of the bank, she embarks on an internal investigation. This is the beginning of a long road toward the truth, which will immerse her in the murky mysteries of the bank, her family’s secrets and banking secrecy.",0.7709,/goxjUurdVO7eGAP7vOuJit9rcK2.jpg,"[{'id': 111868, 'logo_path': None, 'name': 'Point Prod', 'origin_country': 'CH'}, {'id': 13668, 'logo_path': '/azhapBvZ8g1UWyyQQhhcRR9bM9x.png', 'name': 'RTS', 'origin_country': 'CH'}, {'id': 792, 'logo_path': '/cRhBQP1FFNugNxKkO1pUgeD2Rkr.png', 'name': 'RTBF', 'origin_country': 'BE'}]","[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'CH', 'name': 'Switzerland'}]","[{'air_date': '2017-11-17', 'episode_count': 6, 'id': 95509, 'name': 'Season 1', 'overview': '', 'poster_path': '/4EMw4F6MMU7BC8iPHWFwbewOUfu.jpg', 'season_number': 1, 'vote_average': 1.0}, {'air_date': '2020-02-20', 'episode_count': 6, 'id': 143668, 'name': 'Season 2', 'overview': '', 'poster_path': '/3jP7fV8IHEiLudfMQRu42hFmLot.jpg', 'season_number': 2, 'vote_average': 0.0}]","[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Ended,,Scripted,5.923,13
FALSE,,"[{'id': 1264501, 'credit_id': '688bb3ef5c59c3c4f811cb60', 'name': 'Jamie Paolinetti', 'original_name': 'Jamie Paolinetti', 'gender': 2, 'profile_path': None}]",[],2017-01-31,[],,297205,TRUE,[],2017-04-24,"{'id': 6419921, 'name': 'The Butterfly Effect', 'overview': '', 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2017-04-24', 'episode_number': 5, 'episode_type': 'standard', 'production_code': '', 'runtime': None, 'season_number': 1, 'show_id': 297205, 'still_path': None}",Red Pill Wonderland,,[],5,1,['US'],en,Red Pill Wonderland,"Red Pill Wonderland is a tech free, internet free coffee house with a mystical throw back ambiance where people come to experience genuine human interaction. RPW was opened by Lee and Tess, two friends from vastly different generations, with a mentor relationship. Their hope is that RPW will offer a place of retreat from the mind-melting virtual world of the cell phone. The goal of this communal den is to recapture the art of conversation, intellectual development, and emotional connection between people from all walks of life. Strange, hilarious and mysterious things happen regularly to the visitors at Red Pill Wonderland, as the audience is treated to a front row seat on a journey through the challenges, absurdity and comedy of the human condition.",0.0974,,[],[],"[{'air_date': '2017-01-31', 'episode_count': 5, 'id': 467700, 'name': 'Season 1', 'overview': '', 'poster_path': None, 'season_number': 1, 'vote_average': 0.0}]",[],Returning Series,,Scripted,0,0
FALSE,/2HEsDUV8XrgEoQQ2HcOGh6pUFOO.jpg,"[{'id': 10077, 'credit_id': '55deada6c3a3686e7b0012d6', 'name': 'Harold Jack Bloom', 'original_name': 'Harold Jack Bloom', 'gender': 2, 'profile_path': None}, {'id': 1229729, 'credit_id': '55deadb092514147200012c6', 'name': 'Robert A. Cinader', 'original_name': 'Robert A. Cinader', 'gender': 2, 'profile_path': None}]",[30],1973-09-08,"[{'id': 16, 'name': 'Animation'}]",,2884,FALSE,['en'],1974-11-30,"{'id': 1101289, 'name': 'Blast Off', 'overview': '', 'vote_average': 0.0, 'vote_count': 0, 'air_date': '1974-11-30', 'episode_number': 12, 'episode_type': 'finale', 'production_code': '', 'runtime': 30, 'season_number': 2, 'show_id': 2884, 'still_path': None}",Emergency +4,,"[{'id': 6, 'logo_path': '/cm111bsDVlYaC1foL0itvEI4yLG.png', 'name': 'NBC', 'origin_country': 'US'}]",23,2,['US'],en,Emergency +4,"Emergency +4 is an American animated television series based on the live action prime-time series Emergency!. The series began on NBC's Saturday morning schedule on September 8, 1973 and ran twenty-three 30-minute episodes over two seasons. It remained on the network until September 4, 1976 through re-runs. Randolph Mantooth and Kevin Tighe provided the voices for their respective Emergency! paramedic characters.

Each episode of the adventure series revolved around the Paramedical Rescue Service. The ""+4"" of the series title refers to four children who join the paramedics in each episode's rescue activities.

Universal Studios outsourced the animation to Fred Calvert Productions because at the time, they did not have their own animation division.",1.4014,/qDs5WIJv0ra3JeS7T8JyvbRjWbz.jpg,"[{'id': 26727, 'logo_path': '/jeTxdjXhzgKZyLr3l9MllkTn3fy.png', 'name': 'Universal Television', 'origin_country': 'US'}, {'id': 61841, 'logo_path': None, 'name': 'Fred Calvert Productions', 'origin_country': ''}, {'id': 13700, 'logo_path': None, 'name': 'Mark VII Ltd.', 'origin_country': ''}]",[],"[{'air_date': '1973-09-08', 'episode_count': 11, 'id': 69912, 'name': 'Season 1', 'overview': '', 'poster_path': None, 'season_number': 1, 'vote_average': 0.0}, {'air_date': '1974-09-14', 'episode_count': 12, 'id': 69913, 'name': 'Season 2', 'overview': '', 'poster_path': None, 'season_number': 2, 'vote_average': 0.0}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Ended,,Scripted,5.5,2
FALSE,,[],[],2021-10-01,[],,235676,FALSE,[],2021-10-01,"{'id': 4754231, 'name': 'Episode 1', 'overview': 'After facing much hatred and violence, a gay couple moves to a new neighborhood and navigates the joys and trials of fatherhood with their adopted son.', 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2021-10-01', 'episode_number': 1, 'episode_type': 'standard', 'production_code': '', 'runtime': None, 'season_number': 1, 'show_id': 235676, 'still_path': None}","Double Daddy, Double Happy",,[],1,1,['VN'],vi,"Double Daddy, Double Happy","After facing much hatred and violence, a gay couple moves to a new neighborhood and navigates the joys and trials of fatherhood with their adopted son.",0.0143,/gT3SxjPiN3pzbxx1J2CdDOEhiYw.jpg,[],[],"[{'air_date': '2021-10-01', 'episode_count': 1, 'id': 358232, 'name': 'Season 1', 'overview': '', 'poster_path': None, 'season_number': 1, 'vote_average': 0.0}]",[],Ended,,Scripted,0,0
FALSE,/HEGC5puSM2FSjw2OfW8XorcP36.jpg,[],[],2024-10-18,"[{'id': 99, 'name': 'Documentary'}]",,274744,TRUE,[],2024-10-25,"{'id': 5689490, 'name': 'Episode 2', 'overview': '', 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2024-10-25', 'episode_number': 2, 'episode_type': 'standard', 'production_code': '', 'runtime': None, 'season_number': 1, 'show_id': 274744, 'still_path': None}",Democracia en riesgo,,[],2,1,['ES'],es,Democracia en riesgo,,0,/sFRJImKjedUnFOHmPJ8BybjOGg.jpg,[],[],"[{'air_date': '2024-10-18', 'episode_count': 2, 'id': 424457, 'name': 'Season 1', 'overview': '', 'poster_path': None, 'season_number': 1, 'vote_average': 0.0}]",[],Returning Series,,Scripted,0,0
FALSE,/agb1wCw2FX0RUqBfio8YUy7sF44.jpg,"[{'id': 137923, 'credit_id': '5941808ac3a368625701cdff', 'name': 'Patrick Harbinson', 'original_name': 'Patrick Harbinson', 'gender': 2, 'profile_path': None}]",[45],2017-06-12,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 10768, 'name': 'War & Politics'}, {'id': 9648, 'name': 'Mystery'}]",https://www.itv.com/hub/fearless,72289,FALSE,['en'],2017-07-17,"{'id': 1328140, 'name': 'Episode 6', 'overview': '', 'vote_average': 7.667, 'vote_count': 3, 'air_date': '2017-07-17', 'episode_number': 6, 'episode_type': 'finale', 'production_code': '', 'runtime': 45, 'season_number': 1, 'show_id': 72289, 'still_path': '/4eU5KecLJ0YxvcLwodqqe8mWZuX.jpg'}",Fearless,,"[{'id': 9, 'logo_path': '/oz9pjTHnBUmlju8OkaTymhKbh6C.png', 'name': 'ITV1', 'origin_country': 'GB'}]",6,1,['GB'],en,Fearless,"Emma Banville, a human rights lawyer known for defending lost causes, sets out to prove the innocence of Kevin Russell, who was convicted for the murder of a school girl 14 years earlier.",3.0671,/iqs7TM6sffX70TEri957KOINeqU.jpg,"[{'id': 5100, 'logo_path': '/utZoiSvzfUPQMK3WmKgLTemHOOQ.png', 'name': 'Mammoth Screen', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]","[{'air_date': '2017-06-12', 'episode_count': 6, 'id': 89366, 'name': 'Season 1', 'overview': '', 'poster_path': '/wkN0YTjV5YnYFhY6nXJloBiRQPA.jpg', 'season_number': 1, 'vote_average': 7.7}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Ended,Read between the lies.,Scripted,6.716,37
FALSE,,[],[],2022-03-30,[],,196415,TRUE,['ko'],2022-03-30,"{'id': 3629945, 'name': 'Episode 1', 'overview': '', 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2022-03-30', 'episode_number': 1, 'episode_type': 'finale', 'production_code': '', 'runtime': None, 'season_number': 1, 'show_id': 196415, 'still_path': None}",싱포레스트,,"[{'id': 156, 'logo_path': '/uHQFPvRTlpgaIFQVN8eKWEnFOll.png', 'name': 'SBS', 'origin_country': 'KR'}]",1,1,['KR'],ko,싱포레스트,,0,/eyREmawLSWTpUzMKcY1Gcnl82IY.jpg,[],"[{'iso_3166_1': 'KR', 'name': 'South Korea'}]","[{'air_date': '2022-03-30', 'episode_count': 1, 'id': 285570, 'name': 'Season 1', 'overview': '', 'poster_path': None, 'season_number': 1, 'vote_average': 0.0}]","[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Returning Series,,Scripted,0,0
FALSE,/cdhIyPlHnSRKYjoYg3o8cWDT3xJ.jpg,"[{'id': 4208504, 'credit_id': '64d58fc9021cee00c74e1b51', 'name': 'Ocarina', 'original_name': 'Ocarina', 'gender': 0, 'profile_path': None}]",[8],2018-08-27,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,101201,FALSE,['zh'],2024-05-29,"{'id': 5331882, 'name': 'Episode 12', 'overview': '', 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2024-05-29', 'episode_number': 12, 'episode_type': 'finale', 'production_code': '', 'runtime': 8, 'season_number': 5, 'show_id': 101201, 'still_path': None}",Beryl & Sapphire,,"[{'id': 2007, 'logo_path': '/6Lfll43wYG2eyereOBjpYFRSGs4.png', 'name': 'Tencent Video', 'origin_country': 'CN'}, {'id': 1605, 'logo_path': '/mtmMg3PD4YGfrlmqpEiO6NL2ch9.png', 'name': 'bilibili', 'origin_country': 'CN'}]",121,5,['CN'],zh,小绿和小蓝,"""I've been holding a few words back for a long time — I like you!"" ""Beryl and Sapphire"" is a popular manhua created by artist Ocarina. Here includes protagonists with the most random names in history — the mild-mannered Beryl (Green) and the easily-embarrassed Sapphire (Blue). At times the closest of friends, at others the worst of enemies… In this donghua where each episode is set in a different world, how would they encounter each other time and again?? Only angst? Too painful! Nothing but fluff? Too sugary! Come watch B&S, the show where you'll never guess the ending…",6.0738,/yZOABiBnqUsnqUjCBzIg7cBl0Dw.jpg,"[{'id': 87874, 'logo_path': '/9zuMeFMDUba1gRIZDBEAcCUIoaA.png', 'name': 'Haoliners Animation', 'origin_country': 'CN'}, {'id': 109474, 'logo_path': '/16ydjNJFFhTh8QyHnaIc9TrTvdF.png', 'name': 'Tencent Animation & Comics', 'origin_country': 'CN'}]","[{'iso_3166_1': 'CN', 'name': 'China'}]","[{'air_date': '2019-01-27', 'episode_count': 14, 'id': 157966, 'name': 'Specials', 'overview': '', 'poster_path': '/yZOABiBnqUsnqUjCBzIg7cBl0Dw.jpg', 'season_number': 0, 'vote_average': 0.0}, {'air_date': '2018-08-27', 'episode_count': 73, 'id': 146439, 'name': 'Season 1', 'overview': '', 'poster_path': '/ddR3wZEirynw9hJRrP83ocmOkEU.jpg', 'season_number': 1, 'vote_average': 0.0}, {'air_date': '2023-07-12', 'episode_count': 12, 'id': 347620, 'name': 'Demon King Chapter', 'overview': ""The heartwarming story of Beryl, the Demon King, and Sapphire, the Head of the Knights' Order, who fight each other day after day, until the two gradually clear up the misunderstandings between the opposing human and demon worlds, open their hearts and understand each other, and go on an adventurous journey."", 'poster_path': '/rRHUmnNoihj0oHCUpP0HkfgdHdc.jpg', 'season_number': 2, 'vote_average': 0.0}, {'air_date': '2023-09-27', 'episode_count': 12, 'id': 358718, 'name': 'Demon King Chapter II', 'overview': '', 'poster_path': '/mxeDy7wbtYNRRNWQoF63tARJFKW.jpg', 'season_number': 3, 'vote_average': 0.0}, {'air_date': '2023-12-20', 'episode_count': 12, 'id': 369676, 'name': 'Season 4', 'overview': '', 'poster_path': '/b7K8mkYMEO140KhJRTtfgL6Rp4f.jpg', 'season_number': 4, 'vote_average': 0.0}, {'air_date': '2024-03-13', 'episode_count': 12, 'id': 382393, 'name': 'Season 5', 'overview': '', 'poster_path': '/mWCnD06andDM8U59FrQ7oapSaBU.jpg', 'season_number': 5, 'vote_average': 0.0}]","[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}]",Ended,,Scripted,9,3
FALSE,,[],[],,[],,50374,FALSE,[],,,Anissa dan Anissa,,[],0,0,[],en,Anissa dan Anissa,,0.0214,,[],[],[],[],Ended,,Scripted,0,0
FALSE,,[],[60],2010-01-06,"[{'id': 35, 'name': 'Comedy'}]",,97386,FALSE,[],2010-07-28,"{'id': 2882738, 'name': 'Episode 30', 'overview': '', 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2010-07-28', 'episode_number': 30, 'episode_type': 'finale', 'production_code': '', 'runtime': 60, 'season_number': 1, 'show_id': 97386, 'still_path': None}",Dun Benit,,"[{'id': 816, 'logo_path': '/bpMDF5niZ0OBMsclu9vJ7JOjnIh.png', 'name': 'TVM', 'origin_country': 'MT'}]",30,1,['MT'],mt,Dun Benit,"un Benit and Pippo Burrone are friends, but eternal enemies at the same time. Dun Benit is the parish priest while Pippo is president of the communist club and village mayor. To make matters worse, Benit’s sister Gizella and Pippo are in love. Benit knows about it all but how can he tolerate that his sister weds a communist? With the hope of forgetting Pippo, Benit sends his sister on a vacation to Rome even visiting the Pope. At the end of the holiday, Johnnie Bumble comes searching for Gizelle.",0.4603,/r0VoKM8w92PchiJ5xz4yBBLNiPo.jpg,[],[],"[{'air_date': '2010-01-06', 'episode_count': 30, 'id': 140106, 'name': 'Season 1', 'overview': '', 'poster_path': None, 'season_number': 1, 'vote_average': 0.0}]",[],Ended,,Scripted,0,0
FALSE,/2OAoGOvysScieVhIazrWTXj2ESp.jpg,"[{'id': 1214616, 'credit_id': '54306d9ec3a36831b200142e', 'name': 'Julie Plec', 'original_name': 'Julie Plec', 'gender': 1, 'profile_path': '/kQeuOgZBKDs80W4Ssm91x6zAdWu.jpg'}]","[45, 42]",2013-10-03,"[{'id': 10765, 'name': 'Sci-Fi & Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",http://www.cwtv.com/shows/the-originals,46896,FALSE,['en'],2018-08-01,"{'id': 1524547, 'name': 'When the Saints Go Marching In', 'overview': ""Intent on saving Hope's life, Klaus' plan will change the lives of the Mikaelson family forever."", 'vote_average': 9.1, 'vote_count': 12, 'air_date': '2018-08-01', 'episode_number': 13, 'episode_type': 'finale', 'production_code': '#513', 'runtime': 42, 'season_number': 5, 'show_id': 46896, 'still_path': '/jWuQBupM4JPXpnPsBYGnWjHdoNl.jpg'}",The Originals,,"[{'id': 71, 'logo_path': '/hEpcdJ4O6eitG9ADSnDXNUrlovS.png', 'name': 'The CW', 'origin_country': 'US'}]",92,5,['US'],en,The Originals,"A spin-off from The Vampire Diaries and set in New Orleans, The Originals centers on the Mikaelson siblings, otherwise known as the world's original vampires: Klaus, Elijah, and Rebekah. Now Klaus must take down his protégé, Marcel, who is now in charge of New Orleans, in order to re-take his city, as he originally built New Orleans. Klaus departed from the city after being chased down by his father Mikael, while it was being constructed and Marcel took charge. As Klaus has returned after many years, his ego has provoked him to become the king of the city. ""Every King needs an heir"" says Klaus, accepting the unborn child. The child is a first to be born to a hybrid and a werewolf.",22.8337,/keJOhJXGiLL54EW6QocbyvQGquA.jpg,"[{'id': 34536, 'logo_path': None, 'name': 'My So-Called Company', 'origin_country': 'US'}, {'id': 10067, 'logo_path': '/p1kZoVNfkVvk7xyJZEposRxcfh8.png', 'name': 'Alloy Entertainment', 'origin_country': 'US'}, {'id': 1081, 'logo_path': '/19kn4jVvpc3sAL3YpZNb3elhSMl.png', 'name': 'CBS Studios', 'origin_country': 'US'}, {'id': 1957, 'logo_path': '/pJJw98MtNFC9cHn3o15G7vaUnnX.png', 'name': 'Warner Bros. Television', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","[{'air_date': None, 'episode_count': 28, 'id': 55057, 'name': 'Specials', 'overview': '', 'poster_path': '/qzx2ijkjfDwB3PxAzoxHLceSgN5.jpg', 'season_number': 0, 'vote_average': 0.0}, {'air_date': '2013-10-03', 'episode_count': 22, 'id': 55058, 'name': 'Season 1', 'overview': 'Family is power. The Original Vampire family swore it to each other a thousand years ago. They pledged to remain together, always and forever. Now, centuries have passed and the bonds of family are broken. Time, tragedy and hunger for power have torn the Original Family apart. When Klaus Mikaelson, the original vampire-werewolf hybrid, receives a mysterious tip that a plot is brewing against him in the supernatural melting pot that is the French Quarter of New Orleans, he returns to the city his family helped build. Klaus’ questions lead him to a reunion with his diabolical former protégé, Marcel, a charismatic vampire who has total control over the human and supernatural inhabitants of New Orleans.', 'poster_path': '/8It4Yk8S4nBAbxCY2D6nDbpJ9uM.jpg', 'season_number': 1, 'vote_average': 7.9}, {'air_date': '2014-10-06', 'episode_count': 22, 'id': 62091, 'name': 'Season 2', 'overview': 'In season two, a new status quo must be adjusted to, as the newly empowered werewolves control the city. Plus, Klaus struggles with weaknesses and Elijah fights to save Hayley — now a hybrid — from a vicious spiral of self-destruction.', 'poster_path': '/zShOqH7rO5SKrYzzyJY4t66sXnr.jpg', 'season_number': 2, 'vote_average': 8.2}, {'air_date': '2015-10-08', 'episode_count': 22, 'id': 67993, 'name': 'Season 3', 'overview': 'Season three finds Klaus and Elijah estranged from each other, even as both brothers adjust to life with their long-lost sister, Freya. Hayley suffers mightily at the hands of Klaus’s petty vengeance, while Marcel and Davina rule the city under a new status quo. Meanwhile, Cami and Vincent find themselves caught up in a surprising mystery involving the newest resident of New Orleans.', 'poster_path': '/9Q9FXHuO87H0Y0jeds1CFI1DTbh.jpg', 'season_number': 3, 'vote_average': 8.1}, {'air_date': '2017-03-16', 'episode_count': 13, 'id': 82407, 'name': 'Season 4', 'overview': 'When a dark prophecy threatens their immortal lives, the Mikaelson family faces their greatest challenge yet. After centuries of fighting to preserve their family, Klaus Mikaelson and his brother Elijah’s ruthless actions have spawned a legion of enemies. Surrounded by these enemies, the Mikaelsons enact a brutal strategy that will turn everyone against them, thus setting the course for season four.', 'poster_path': '/pp5UAm0ieK2irqcDbt2I6Kirmaf.jpg', 'season_number': 4, 'vote_average': 7.9}, {'air_date': '2018-04-18', 'episode_count': 13, 'id': 101550, 'name': 'Season 5', 'overview': 'The age old Mikaelson family has spent centuries fighting against legions of enemies. The original vampires have strived since the beginning of time to protect their family, no matter what the cost. The fifth and final season is no different as the Mikaelsons must once again count on the strength of their unbreakable family bond even after swearing to stay away from each other for good.', 'poster_path': '/5mx5MYSzTcAHdATNJSAVa959Nr9.jpg', 'season_number': 5, 'vote_average': 8.0}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Ended,Always and forever.,Scripted,8.595,3490
FALSE,,[],[],,[],,46696,FALSE,['en'],,,Idea,,[],0,0,[],en,Idea,"Idea was a television special starring the Bee Gees with Brian Auger and The Trinity, Julie Driscoll and Lil Lindfors. It was aired on 11 December 1968 on Zweites Deutsches Fernsehen. The TV special was produced by Michèle Arnaud and directed by Jean Christophe Averti",0.0143,,[],[],[],"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Ended,,Scripted,0,0
FALSE,/a1DHIyQnDJEZaIy9iIwJvhsnR2O.jpg,[],[],2025-07-02,"[{'id': 10764, 'name': 'Reality'}]",,295257,TRUE,['en'],2025-08-06,"{'id': 6432292, 'name': 'Episode 6', 'overview': ""The duo fix up a house dominated by brown furniture and a home that's drowning in blue."", 'vote_average': 0.0, 'vote_count': 0, 'air_date': '2025-08-06', 'episode_number': 6, 'episode_type': 'finale', 'production_code': '', 'runtime': None, 'season_number': 1, 'show_id': 295257, 'still_path': None}","Can't Sell, Must Sell",,"[{'id': 26, 'logo_path': '/7Ai64ZDaVbGDtm7f0QSZAKohjk4.png', 'name': 'Channel 4', 'origin_country': 'GB'}]",6,1,['GB'],en,"Can't Sell, Must Sell","Scarlette and Stuart Douglas use their creative expertise to help home owners desperate to sell their unsellable properties. They will use every trick up their sleeves to help get these properties market-ready, quickly and on a budget.",0.6233,/xMD54PUpmZ2LhVi62v5O8v84ygS.jpg,[],"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]","[{'air_date': '2025-07-02', 'episode_count': 6, 'id': 463763, 'name': 'Season 1', 'overview': '', 'poster_path': None, 'season_number': 1, 'vote_average': 0.0}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Returning Series,,Reality,0,0
